Work no.,Title,Author,Genre,PDF,Unicode
254,கலைசைக்கோவை,தொட்டிக்கலை ஸ்ரீ சுப்பிரமணியமுனிவர்,பிரபந்தம் - கோவை,pm0254.pdf,pmuni0254.html
255,சிவஞான சித்தியார் (பரபக்கம்; சுபக்கம்),அருணந்தி சிவாச்சாரியார்,சைவ சித்தாந்தம்,pm0255.pdf,pmuni0255.html
256,விவிலியம் /பழைய ஏற்பாடு / புத்தகம் 15 (எஸ்ரா); 16.(நெகேமியா); 17 (எஸ்தர்); 18 (யோபு); 19 - திருப்பாடல்கள்,விவிலியம்,சமயம் – கிருத்துவம்,pm0256_01.pdf  pm0256_02.pdf,pmuni0256_01.html  pmuni0256_02.html  pmuni0256_03.html  pmuni0256_04.html  pmuni0256_05.html  pmuni0256_06.html
257,இலக்கணச் சுருக்கம்,ஆறுமுக நாவலர்,இலக்கணம்,pm0257.pdf,pmuni0257.html
258,ஐந்திலக்கணம் தொன்னூல் விளக்கம்,வீரமாமுனிவர்,இலக்கணம்,pm0258.pdf,pmuni0258.html
259,மதுரைக் கோவை,நிம்பைச் சங்கர நாரணர்,பிரபந்தம் - கோவை,pm0259.pdf,pmuni0259.html
260,அழகரந்தாதி,,பிரபந்தம் - அந்தாதி,pm0260.pdf,pmuni0260.html
261,கபிலரகவல்,கபிலதேவர்,பிரபந்தம் - அகவல்,pm0261.pdf,pmuni0261.html
262,பிரபந்தத்திரட்டு - பகுதி 15 /திருத்தில்லையமகவந்தாதி,தி. மீனாட்சிசுந்தரம் பிள்ளை,பிரபந்தம் - அந்தாதி,pm0262.pdf,pmuni0262.html
263,சிந்துப்பாவியல்,இரா. திருமுருகன் (அரங்க நடராசன் உரையுடன்),இலக்கணம்,pm0263.pdf,pmuni0263.html
264,பிரபந்தத்திரட்டு - பகுதி 16 /துறைசையமகவந்தாதி,தி. மீனாட்சிசுந்தரம் பிள்ளை,பிரபந்தம் - அந்தாதி,pm0264.pdf,pmuni0264.html
265,பிரபந்தத்திரட்டு - பகுதி 17 /திருக்குடந்தைத்திரிபந்தாதி,தி. மீனாட்சிசுந்தரம் பிள்ளை,பிரபந்தம் - அந்தாதி,pm0265.pdf,pmuni0265.html
266,சதுரகிரி அறப்பளீசுர சதகம்,அம்பலவாணக் கவிராயர்,பிரபந்தம் - சதகம்,pm0266.pdf,pmuni0266.html
267,விவிலியம் /பழைய ஏற்பாடு / புத்தகம் 21 (சபை உரையாளர்); 22 (இனிமைமிகுபாடல்); 23 (எசாயா); 24 (எரேமியா),விவிலியம்,சமயம் – கிருத்துவம்,pm0267_01.pdf  pm0267_02.pdf,pmuni0267_01.html  pmuni0267_02.html  pmuni0267_03.html
268,கந்த புராணம் - பகுதி 5 /அசுர காண்டம் (926 - 1497),கச்சியப்ப சிவாச்சாரியார்,புராணம்,pm0268.pdf,pmuni0268.html
269,சித்தர் பாடல்கள்: சிவவாக்கியம்,சிவவாக்கியர்,சித்தர் பாடல்கள்,pm0269.pdf,pmuni0269.html
270,சித்தர் பாடல்கள்: ஸ்ரீ பட்டணத்துப்பிள்ளையார் பாடல்கள்-II,ஸ்ரீ பட்டணத்துப்பிள்ளையார்,சித்தர் பாடல்கள்,pm0270.pdf,pmuni0270.html
271,விவிலியம் /பழைய ஏற்பாடு / புத்தகம் 25 (புலம்பல்); 26 (எசேக்கியேல்); 27 (தானியேல்); 28 (ஒசாயா),விவிலியம்,சமயம் – கிருத்துவம்,pm0271.pdf,pmuni0271_01.html  pmuni0271_02.html  pmuni0271_03.html  pmuni0271_04.html
272,பிரபந்தத்திரட்டு - பகுதி 18 /திருவிடைமருதூர்த்திரிபந்தாதி,தி. மீனாட்சிசுந்தரம் பிள்ளை,பிரபந்தம் - அந்தாதி,pm0272.pdf,pmuni0272.html
273,கந்த புராணம் - பகுதி 6 /அசுர காண்டம் (1498 - 1929 ),கச்சியப்ப சிவாச்சாரியார்,புராணம்,pm0273.pdf,pmuni0273.html
274,பிரபந்தத்திரட்டு - பகுதி 19 /பாலைவனப்பதிற்றுப்பத்தந்தாதி,தி. மீனாட்சிசுந்தரம் பிள்ளை,பிரபந்தம் - அந்தாதி,pm0274.pdf,pmuni0274.html
275,பிரபந்தத்திரட்டு - பகுதி 20 /திருவூறைப்பதிற்றுப்பத்தந்தாதி; 21-திருப்பழைசைப் பதிற்றுப்பத்தந்தாதி; 22 பூவாளூர்ப்பதிற்றுப்பத்தந்தாதி; 23-மதுரைத் திருஞானசம்பந்தசுவாமிகள் பதிற்றுப்பத்தந்தாதி,தி. மீனாட்சிசுந்தரம் பிள்ளை,பிரபந்தம் - அந்தாதி,pm0275.pdf,pmuni0275_01.html  pmuni0275_02.html  pmuni0275_03.html  pmuni0275_04.html
276,சித்தர் பாடல்கள்: ஸ்ரீ பட்டணத்துப்பிள்ளையார் பாடல்கள்-III / அருட்புலம்பல் 1-4; பூரணமாலை; நெஞ்சொடுமகிழ்தல்; உடற்கூற்றுவண்ணம்,ஸ்ரீ பட்டணத்துப்பிள்ளையார்,சித்தர் பாடல்கள்,pm0276.pdf,pmuni0276_01.html  pmuni0276_02.html
277,விவிலியம் /பழைய ஏற்பாடு /புத்தகம் 29 (யோவேல்); 30 (ஆமோஸ்); 31(ஒபதியா); 32 (யோனா); 33 (மீக்கா); 34 (நாகூம்); 35 (அபகூக்கு); 36 (செப்பனியா); 37 (ஆகாய்); 38 (செக்கரியா),விவிலியம்,சமயம் – கிருத்துவம்,pm0277.pdf,pmuni0277.html
278,பொன்னியின் செல்வன் - ஆங்கில மொழிபெயர்ப்பு (Ponniyan Selvan - Part 1; 2),கல்கி கிருஷ்ணமூர்த்தி - இந்திரா நீலமேகம் (Kalki Krishnamurthy - Indra Neelameggham),நாவல்; மொழிபெயர்ப்பு,pm0278_01.pdf  pm0278_02.pdf  pm0278_03.pdf  pm0278_04.pdf,pmuni0278_01.html  pmuni0278_02.html  pmuni0278_03.html  pmuni0278_04.html
279,விவிலியம் /பழைய ஏற்பாடு /புத்தகம் 39 (மலாக்கி); 40 (தோபித்து); 41 (யூதித்து); 42 (எஸ்தா(கி)); 43 (சாலமோனின் ஞானம்),விவிலியம்,சமயம் – கிருத்துவம்,pm0279.pdf,pmuni0279.html
280,மனங்குழம்பிய மாதவத்தோன் /Parnell's Hermit in Tamil Prose,இராமச்சந்திர அய்யர் (தமிழாக்கம்),நாவல்; மொழிபெயர்ப்பு,pm0280.pdf,pmuni0280.html
281,தன்னுயிரைப்போல மன்னுயிரை நினை /Measure for Measure (a tale from Shakespeare) Tamil Translation,பண்டித நடேச சாஸ்திரியார் (தமிழாக்கம்),நாவல்; மொழிபெயர்ப்பு,pm0281.pdf,pmuni0281.html
282,குதிரைப்பந்தய லாவணி,இரங்கசாமி தாஸன்,பிரபந்தம் -லாவணி,pm0282.pdf,pmuni0282.html
283,ஹாஸ்ய மஞ்சரி பிரபந்தத்திரட்டு - பகுதி 24 (2771 – 2809) பகுதி 25 (2810-2914),S.P.S.K.காதிறு சாகிபவர்,பிரபந்தத் திரட்டு,pm0283.pdf,pmuni0283.html
284,திருஞானசம்பந்தசுவாமிகள் ஆனந்தக்களிப்பு; திருக்கற்குடிமாமலைமாலை,தி. மீனாட்சிசுந்தரம் பிள்ளை,பிரபந்தம் - மாலை; களிப்பு,pm0284.pdf,pmuni0284.html
285,விவிலியம் /பழைய ஏற்பாடு - புத்தகம் 46 (தானியேல் இணைப்புகள்); 47 (மக்கபேயர் - முதல் நூல்); 48 -மக்கபேயர் - இரண்டாம் நூல்,,சமயம் – கிருத்துவம்,pm0285.pdf,pmuni0285_01.html pmuni0285_02.html
286,கந்த புராணம் - பகுதி 7a /மகேந்திர காண்டம் /பாகம் 1a (1 - 639),கச்சியப்ப சிவாச்சாரியார்,புராணம்,pm0286_01.pdf,pmuni0286_01.html
286,கந்த புராணம் - பகுதி 7b /மகேந்திர காண்டம் /பாகம் 1b (640 - 1170),கச்சியப்ப சிவாச்சாரியார்,புராணம்,pm0286_02.pdf,pmuni0286_02.html
287,கோபாலகிருஷ்ண பாரதியார் பாடல்கள்,கோபாலகிருஷ்ண பாரதியார்,இசை; பாட்டு,pm0287.pdf,pmuni0287.html
288,திருநெல்லையந்தாதி,ஸ்ரீ சுப்பைய சுவாமி,பிரபந்தம் - அந்தாதி,pm0288_01.pdf,pmuni0288_01.html
288,திருக்கொற்றவாளீசரந்தாதி,ஸ்ரீ சுப்பைய சுவாமி,பிரபந்தம் - அந்தாதி,pm0288_02.pdf,pmuni0288_02.html
289,கந்த புராணம் - பகுதி 8a /யுத்த காண்டம் /பாகம் 1 (1 - 456),கச்சியப்ப சிவாச்சாரியார்,புராணம்,pm0289_01.pdf,pmuni0289_01.html
289,கந்த புராணம் - பகுதி 8b /யுத்த காண்டம் /பாகம் 1 /படலம் 4 (457 - 876),கச்சியப்ப சிவாச்சாரியார்,புராணம்,pm0289_02.pdf,pmuni0289_02.html
289,கந்த புராணம் - பகுதி 8c /யுத்த காண்டம் /பாகம் 1 /படலம் 5-7 (877 - 1303),கச்சியப்ப சிவாச்சாரியார்,புராணம்,pm0289_03.pdf,pmuni0289_03.html
290,திருநள்ளாற்றுப் புராணம்,சிவஞான யோகிகள்,புராணம்,pm0290.pdf,pmuni0290.html
291,பிரபந்தத்திரட்டு - I இளசைப் பதிற்றுப்பத்தந்தாதி; குளத்தூர்ப் பதிற்றுப்பத்தந்தாதி,சிவஞான யோகிகள்,பிரபந்தம் - அந்தாதி,pm0291.pdf,pmuni0291_01.html
291,பிரபந்தத்திரட்டு - II - அகிலாண்டேசுவரிபதிகம்,சிவஞான யோகிகள்,பிரபந்தம் - பதிகம்,pm0291.pdf,pmuni0291_02.html
292,"காஞ்சிப் புராணம் /காண்டம் 1, பகுதி 1 /பாயிரம்; படலம் 1-6 (1-444)",சிவஞான யோகிகள்,புராணம்,pm0292.pdf,pmuni0292.html
293,கந்த புராணம் / பகுதி 9a / யுத்த காண்டம் /படலம் 8-11 (1304 – 1922),கச்சியப்ப சிவாச்சாரியார்,புராணம்,pm0293_01.pdf,pmuni0293_01.html
293,கந்த புராணம் - பகுதி 9b / யுத்த காண்டம் /படலம் 9 (1923 - 2397),கச்சியப்ப சிவாச்சாரியார்,புராணம்,pm0293_02.pdf,pmuni0293_02.html
293,கந்த புராணம் - பகுதி 9c / யுத்த காண்டம் /படலம் 12 (2398 – 2967),கச்சியப்ப சிவாச்சாரியார்,புராணம்,pm0293_03.pdf,pmuni0293_03.html
294,"காஞ்சிப் புராணம் / காண்டம் 1, பகுதி 2 /படலம் 7 - 29 (445-1056)",சிவஞான சுவாமிகள்,புராணம்,pm0294.pdf,pmuni0294.html
295,அகப்பொருள் விளக்கம்,நாற்கவிராச நம்பி,இலக்கணம்,pm0295.pdf,pmuni0295.html
296,நற்றிணை,,சங்ககாலம் – எட்டுத்தொகை,pm0296.pdf,pmuni0296.html
297,அறநெறிச்சாரம்,முனைப்பாடியார்,நீதி நூல்,pm0297.pdf,pmuni0297.html
298,பெரியநாயகியம்மை கலித்துறை,துறைமங்கலம் சிவப்பிரகாச சுவாமிகள்,பிரபந்தம் - கலித்துறை,pm0298.pdf,pmuni0298.html
299,"காஞ்சிப் புராணம் / காண்டம் 1, பகுதி 3 /படலம் 30 - 50 (1057 – 1691)",சிவஞான சுவாமிகள்,புராணம்,pm0299.pdf,pmuni0299.html
300,புறப்பொருள் வெண்பாமாலை,ஐயனாரிதனார்,பிரபந்தம் - மாலை,pm0300.pdf,pmuni0300.html
301,களவியல் என்னும் இறையனார் அகப்பொருள்,,இலக்கணம்,pm0301.pdf,pmuni0301.html
302,"காஞ்சிப் புராணம் / காண்டம் 1, பகுதி 4a /படலம் 51 - 60 (1692 – 2022)",சிவஞான சுவாமிகள்,புராணம்,pm0302_01.pdf,pmuni0302_01.html
302,"காஞ்சிப் புராணம் / காண்டம் 1, பகுதி 4b /படலம் 61 - 65 (2023 – 2742)",சிவஞான சுவாமிகள்,புராணம்,pm0302_02.pdf,pmuni0302_02.html
303,திருப்பாடற்றிரட்டு - பாகம் 1,தாயுமான சுவாமிகள்,பாடல்கள் - தொகுப்பு,pm0303.pdf,pmuni0303.html
304,கந்த புராணம் - பகுதி 10 /தேவ காண்டம் / படலம் 1- 5 (1 – 421),கச்சியப்ப சிவாச்சாரியார்,புராணம்,pm0304.pdf,pmuni0304.html
305,திருப்பாடற்றிரட்டு - பாகம் 2,தாயுமான சுவாமிகள்,பாடல்கள் - தொகுப்பு,pm0305.pdf,pmuni0305.html
306,பழமலையந்தாதி,துறைமங்கலம் சிவப்பிரகாச சுவாமிகள்,பிரபந்தம் - அந்தாதி,pm0306.pdf,pmuni0306.html
307,கந்த புராணம் - பகுதி 11a /தக்ஷ காண்டம் /படலம் 1-10 (1 - 403) பகுதி 11b - படலம் 11-13 (404 – 907),கச்சியப்ப சிவாச்சாரியார்,புராணம்,pm0307_01.pdf  pm0307_02.pdf,pmuni0307_01.html  pmuni0307_02.html
308,திருப்பாடற்றிரட்டு - பாகம் 3; 4,தாயுமான சுவாமிகள்,பாடல்கள் தொகுப்பு,pm0308_01.pdf pm0308_02.pdf,pmuni0308_01.html pmuni0308_02.html
309,கோயில் திருப்பணிகள் வெண்பாக் கொத்து,,பிரபந்தம் - வெண்பா,pm0309.pdf,pmuni0309.html
310,பிரபந்தத்திரட்டு - III - கலைசைப்பிள்ளைத்தமிழ்; அமுதாம்பிகை பிள்ளைத்தமிழ்,சிவஞான யோகிகள்,பிரபந்தம் - பிள்ளைத்தமிழ்,pm0310.pdf,pmuni0310.html
311,கல்வெட்டுப் பாடல்கள் மஞ்சரி-1,,இசை; பாட்டு,pm0311.pdf,pmuni0311.html
312,கிருஷ்ணகானம்,ஊத்துக்காடு வெங்கடசுப்பையர்,இசை; பாட்டு,pm0312.pdf,pmuni0312.html
313,ஈட்டியெழுபது,ஒட்டக்கூத்தர்,பாடல்கள் தொகுப்பு,pm0313.pdf,pmuni0313.html
314,நாட்டியக் கலை விளக்கம்,சுத்தானந்த பாரதியார்,நாடகக் கலை,pm0314.pdf,pmuni0314.html
315,சாத்திரக்கோவை,குமாரதேவர்,பிரபந்தம் - கோவை,pm0315.pdf,pmuni0315.html
316,குறள்மூலம்,ஔவையார்,நீதி நூல்கள்,pm0316.pdf,pmuni0316.html
317,திருப்புல்லாணிமாலை,,பிரபந்தம் - மாலை,pm0317.pdf,pmuni0317.html
318,கந்த புராணம் - பகுதி 12 - படலம் 14 - 20 (908-1562),கச்சியப்ப சிவாச்சாரியார்,புராணம்,pm0318_01.pdf  pm0318_02.pdf,pmuni0318_01.html  pmuni0318_02.html
319,பேரூர்ப் புராணம் - பகுதி 1 - படலம் 1 - 7 (1-627),கச்சியப்ப முனிவர்,புராணம்,pm0319_01.pdf  pm0319_02.pdf,pmuni0319_01.html  pmuni0319_02.html
320,சொக்கநாத வெண்பா; சொக்கநாத கலித்துறை,குருஞான சம்பந்தர்,பிரபந்தம் - வெண்பா,pm0320.pdf,pmuni0320.html
321,பிரபந்தத்திரட்டு - IV - திருவேகம்பரந்தாதி; திருமுல்லைவாயிலந்தாதி,சிவஞான யோகிகள்,பிரபந்தம் - அந்தாதி,pm0321.pdf,pmuni0321.html
322,மநுநீதி சதகம்,இராசப்ப உபாத்தியாயர்,பிரபந்தம் - சதகம்,pm0322.pdf,pmuni0322.html
323,சொல்லின் கதை (வானொலிப்பேச்சு),மு.வரதராசன்,கட்டுரைகள்,pm0323.pdf,pmuni0323.html
324,பேரூர்ப் புராணம் - பகுதி 2 - படலம் 19 - 36 (1277 - 2220),கச்சியப்ப முனிவர்,புராணம்,pm0324_01.pdf  pm0324_02.pdf,pmuni0324_01.html  pmuni0324_02.html
325,திருத்தொண்டர்மாலை,குமாரபாரதியார்,பிரபந்தம் - மாலை,pm0325.pdf,pmuni0325.html
326,இலக்கிய தீபம்,எஸ். வையாபுரிப்பிள்ளை,இலக்கியக் கட்டுரைகள்,pm0326.pdf,pmuni0326.html
327,இலக்கியத்தின் எதிரிகள்,ம.பொ. சிவஞானம்,இலக்கியக் கட்டுரைகள்,pm0327.pdf,pmuni0327.html
328,பிரபந்தத்திரட்டு - பகுதி 26 / திருச்சிராமலையமகவந்தாதி,தி. மீனாட்சிசுந்தரம் பிள்ளை,பிரபந்தம் - அந்தாதி,pm0328.pdf,pmuni0328.html
329,ஆனைமங்கலச் செப்பேடுகள்,,வரலாறு,pm0329.pdf,pmuni0329.html
330,சகோதரர் அன்றோ - (அகிலனின் சிறுகதைகள் தொகுப்பு),அகிலன்,சிறுகதைகள் - தொகுப்பு,not available,not available
331,பிரபந்தத் திரட்டு - பாகம் 5,சிவஞான யோகிகள்,பிரபந்தம் - திரட்டு,pm0331.pdf,pmuni0331.html
332,நவநீதப் பாட்டியல்,நவநீத நடனார்,பாட்டியல்,pm0332.pdf,pmuni0332.html
333,திருநூற்றந்தாதி,அவிரோதி ஆழ்வார்,பிரபந்தம் - அந்தாதி,pm0333.pdf,pmuni0333.html
334,தம்பிக்கு - மு. வரதராசனார் கடிதங்கள்,மு.வரதராசன்,கட்டுரைகள்,pm0334.pdf,pmuni0334.html
335,கடம்பர்கோயில் உலா (உ.வே.சாமிநாதையர் குறிப்புரையுடன்),,பிரபந்தம் - உலா,pm0335.pdf,pmuni0335.html
336,பாண்டிக் கோவை,,பிரபந்தம் - கோவை,pm0336.pdf,pmuni0336.html
337,கல்வெட்டுப் பாடல்கள் மஞ்சரி; சிராமலை அந்தாதி,,பிரபந்தம் - அந்தாதி,pm0337.pdf,pmuni0337.html
338,நீதித்திரட்டு - ஆசிரிய மாலை; குண்டலகேசித் திரட்டு; பெரும்பொருள் விளக்கம்; தகடூர் யாத்திரை (திரட்டு),,நீதி நூல்கள்,pm0338.pdf,pmuni0338.html
339,முல்லைத்திணை,மு.வரதராசன்,சங்ககாலம் – எட்டுத்தொகை,pm0339.pdf,pmuni0339.html
340,கூத்தியல் திரட்டு (இசை-நாட்டியக்கலை இயல் நுற்பாக்கள்),திரட்டியோன் - மயிலை சீனி வேங்கடசாமி,நாடகக்கலை நூல்,pm0340.pdf,pmuni0340.html
341,புது மெருகு (சிறுகதைத் தொகுப்பு),கி. வா. ஜகந்நாதன்,சிறுகதைகள் - தொகுப்பு,pm0341.pdf,pmuni0341.html
342,நரி விருத்தம்,திருத்தக்க தேவர்,பிரபந்தம் - விருத்தம்,pm0342.pdf,pmuni0342.html
343,பிரபந்தத்திரட்டு - பகுதி 27 / திருப்பைஞ்ஞீலித்திரிபந்தாதி,தி. மீனாட்சிசுந்தரம் பிள்ளை,பிரபந்தம் - அந்தாதி,pm0343.pdf,pmuni0343.html
344,உண்ணாமுலையம்மை பிள்ளைத்தமிழ்,சோணாசல பாரதியார்,பிரபந்தம் - பிள்ளைத்தமிழ்,pm0344_01.pdf,pmuni0344_01.html
344,கார்த்திகை தீப வெண்பா,சோணாசல பாரதியார்,பிரபந்தம் - வெண்பா,pm0344_02.pdf,pmuni0344_02.html
345,பிரபந்தத்திரட்டு - பகுதி 28 / கலைசைச்சிதம்பரேசுவரர் மாலை,தி. மீனாட்சிசுந்தரம் பிள்ளை,பிரபந்தம் - மாலை,pm0345.pdf,pmuni0345.html
346,பிரபந்தத்திரட்டு - பகுதி 29 / அகிலாண்டநாயகி மாலை,தி. மீனாட்சிசுந்தரம் பிள்ளை,பிரபந்தம் - மாலை,pm0346.pdf,pmuni0346.html
347,பிரபந்தத்திரட்டு - பகுதி 30 / ஸ்ரீ சுப்பிரமணியதேசிகர் மாலை,தி. மீனாட்சிசுந்தரம் பிள்ளை,பிரபந்தம் - மாலை,pm0347.pdf,pmuni0347.html
348,பிரபந்தத்திரட்டு - பகுதி 31 / ஸ்ரீ சச்சிதானந்ததேசிகர் மாலை,தி. மீனாட்சிசுந்தரம் பிள்ளை,பிரபந்தம் - மாலை,pm0348.pdf,pmuni0348.html
349,திருத்தணிகையாற்றுப்படை,கவிராட்சச கச்சியப்ப முனிவர்,பிரபந்தம் - ஆற்றுப்படை,pm0349.pdf,pmuni0349.html
350,காவியமும் ஓவியமும் (கட்டுரைகள்),கி. வா. ஜகந்நாதன்,இலக்கியக் கட்டுரைகள்,pm0350.pdf,pmuni0350.html
351,பிரபந்தத்திரட்டு:பகுதி 32 (3322-3331): ஸ்ரீ சுப்பிரமணிய தேசிகர் நெஞ்சுவிடுதூது,தி. மீனாட்சிசுந்தரம் பிள்ளை,பிரபந்தம் - தூது,pm0351.pdf,pmuni0351.html
352,பிரபந்தத்திரட்டு: பகுதி பகுதி 33-1 : பட்டீச்சுரப்புராணம் பகுதி 33-2: திருவரன்குளப்புராணம்,தி. மீனாட்சிசுந்தரம் பிள்ளை,புராணம்,pm0352.pdf,pmuni0352.html
353,தூதுத் திரட்டு : மணவை திருவேங்கடமுடையான் மேகவிடுதூது,,பிரபந்தம் - தூது,pm0353_01.pdf,pmuni0353_01.html
353,தூதுத் திரட்டு : சங்கரமூர்த்தி ஐயரவர்கள் பேரில் விறலிவிடு தூது,சுப்பையர்,பிரபந்தம் - தூது,pm0353_02.pdf,pmuni0353_02.html
353,தூதுத் திரட்டு : செங்குந்தர் துகில்விடு தூது.,பரமானந்த நாவலர்,பிரபந்தம் - தூது,pm0353_03.pdf,pmuni0353_03.html
354,திருக்கூவப்புராணம்,துறைமங்கலம் சிவப்பிரகாச சுவாமிகள்,புராணம்,pm0354.pdf,pmuni0354.html
355,வேதாந்த சூடாமணி,சிவப்பிரகாச சுவாமிகள்,சமயம் - சைவம்,pm0355.pdf,pmuni0355.html
356,ஸ்ரீ சுப்பிரமணிதேசிகர் நான்மணிமாலை,சந்திரசேகர கவிராஜ பண்டிதர்,பிரபந்தம் - மாலை,pm0356.pdf,pmuni0356.html
357,திரு இலஞ்சி முருகன் உலா,பண்டாரக் கவிராயர்,பிரபந்தம் - உலா,pm0357.pdf,pmuni0357.html
358,ஸ்ரீமெய்கண்டதேவர் நான்மணிமாலை,உறையூர் தே. பெரியசாமி பிள்ளை,பிரபந்தம் - மாலை,pm0358.pdf,pmuni0358.html
359,மதுரை மாலை,சபாபதி முதலியார்,பிரபந்தம் - மாலை,pm0359.pdf,pmuni0359.html
360,எட்டிகுடி முருகன் பிள்ளைத் தமிழ்,கோவை.கு. நடேச கவுண்டர்,பிரபந்தம் - பிள்ளைத்தமிழ்,pm0360.pdf,pmuni0360.html
361,திருப்பேரூர்க் கலம்பகம்,கவியரசு கு. நடேச கவுண்டர்,பிரபந்தம் - கலம்பகம்,pm0361.pdf,pmuni0361.html
362,மறைசைக் கலம்பகம்,யாழ்ப்பாணத்து நீர்வேலிப் பீதாம்பரப் புலவர்,பிரபந்தம் - கலம்பகம்,pm0362.pdf,pmuni0362.html
363,திருமாலிருஞ்சோலைமலை அழகர் கலம்பகம்,அரிபத்த நாவலர்,பிரபந்தம் - கலம்பகம்,pm0363.pdf,pmuni0363.html
364,அறப் போர் (சங்க நூற் காட்சிகள்),கி. வா. ஜகந்நாதன்,இலக்கியக் கட்டுரைகள்,pm0364.pdf,pmuni0364.html
365,சொக்கநாத மாலை,மாயூரம் முத்துசாமிப் பிள்ளை,பிரபந்தம் - மாலை,pm0365.pdf,pmuni0365.html
366,கண்ணப்பர் கலம்பகம்,துரைசாமி முதலியார்,பிரபந்தம் - கலம்பகம்,pm0366.pdf,pmuni0366.html
367,புதுமைப் பெண்,ப. ஜீவானந்தம்,ஆராய்ச்சிக் கட்டுரைகள்,pm0367.pdf,pmuni0367.html
368,புள்ளிருக்குவேளூர்க் கலம்பகம்,படிக்காசுப் புலவர்,பிரபந்தம் - கலம்பகம்,pm0368.pdf,pmuni0368.html
369,மேலைச்சிதம்பரம் என்கிற பேரூர் மும்மணிக்கோவை,கோயமுத்தூர் கந்தசாமி முதலியார்,பிரபந்தம் - கோவை,pm0369_01.pdf,pmuni0369_01.html
369,மேலைச்சிதம்பரம் என்கிற பேரூர் பச்சைநாயகியம்மை ஆசிரியவிருத்தம்,கோயமுத்தூர் கந்தசாமி முதலியார்,பிரபந்தம் - விருத்தம்,pm0369_02.pdf,pmuni0369_02.html
370,திருப்பாசூர்ப் புராணம்,பூவை கலியாணசுந்தர முதலியார்,புராணம்,pm0370.pdf,pmuni0370.html
371,குளத்தூர் அமுதாம்பிகை பிள்ளைத்தமிழ்,சிவஞான சுவாமிகள்,பிரபந்தம் - பிள்ளைத்தமிழ்,pm0371.pdf,pmuni0371.html
372,கதிர்காமக் கலம்பகம்,கந்தப்ப சுவாமிகள்,பிரபந்தம் - கலம்பகம்,pm0372.pdf,pmuni0372.html
373,கடற்கரையிலே (இலக்கியக் கட்டுரைகள்),ரா.பி. சேதுபிள்ளை,இலக்கியக் கட்டுரைகள்,pm0373.pdf,pmuni0373.html
374,கச்சிக்கலம்பகம்,பூண்டி அரங்கநாத முதலியார்,பிரபந்தம் - கலம்பகம்,pm0374.pdf,pmuni0374.html
375,பாடற்றிரட்டு,வ.உ. சிதம்பரம் பிள்ளை,பாடற் திரட்டு,pm0375.pdf,pmuni0375.html
376,தியாக பூமி,கல்கி கிருஷ்ணமூர்த்தி,நாவல் - புதினம்,pm0376.pdf,pmuni0376.html
377,பச்சையப்பர் (நாடகம்),மு.வரதராசன்,நாடகம்,pm0377.pdf,pmuni0377.html
378,தேவையுலா,பலபட்டடை சொக்கநாதக்கவிராயர்,பிரபந்தம் - உலா,pm0378.pdf,pmuni0378.html
379,காலடிச் சாராதாம்பிகை மாலை,திண்டுக்கல் வெங்குசாமி அய்யர்,பிரபந்தம் - மாலை,pm0379.pdf,pmuni0379.html
380,சிவசுப்பிரமணியக்கடவுள் குறவஞ்சி,வீரபத்திரக் கவிராயர்,பிரபந்தம் - குறவஞ்சி,pm0380.pdf,pmuni0380.html
381,புகையிலை விடு தூது,சீனிச்சர்க்கரைப்புலவர்,பிரபந்தம் - தூது,pm0381.pdf,pmuni0381.html
382,கண்டதேவிப் புராணம்,தி. மீனாட்சிசுந்தரம் பிள்ளை,புராணம்,pm0382.pdf,pmuni0382.html
383,மான் விடு தூது (குறிப்புரையுடன்),குழந்தைக் கவிராயர்,பிரபந்தம் - தூது,pm0383.pdf,pmuni0383.html
384,பொய்மான் கரடு,கல்கி கிருஷ்ணமூர்த்தி,நாவல் - புதினம்,pm0384.pdf,pmuni0384.html
385,மாந்தருக்குள் ஒரு தெய்வம் (1; 2),கல்கி கிருஷ்ணமூர்த்தி,நாவல் - புதினம்,pm0385_01.pdf  pm0385_02.pdf,pmuni0385_01.html  pmuni0385_02.html
386,பொன்னியின் செல்வன் - ஆங்கில மொழிபெயர்ப்பு (Ponniyan Selvan - Part 3),கல்கி கிருஷ்ணமூர்த்தி - இந்திரா நீலமேகம் (Kalki Krishnamurthy - Indra Neelameggham),நாவல் - புதினம் ; மொழிபெயர்ப்பு,pm0386.pdf,pmuni0386.html
387,ஸ்ரீ குழைக்காதர் பிரபந்தத்திரட்டு - குழைக்காதர் கலம்பகம்,,பிரபந்தம் - கலம்பகம்,pm0387_01.pdf,pmuni0387_01.html
387,ஸ்ரீ குழைக்காதர் பிரபந்தத்திரட்டு - குழைக்காதர் பிள்ளைத்தமிழ்; இதரப் பாடல்கள்,,பிரபந்தம் - பிள்ளைத்தமிழ்,pm0387_02.pdf,pmuni0387_02.html
388,மாயூரப்புராணம் (பாகம் 1/படலங்கள் 1- 21 ),தி. மீனாட்சிசுந்தரம் பிள்ளை,புராணம்,pm0388.pdf,pmuni0388.html
389,புதுமைப்பித்தன் படைப்புகள் - சிறுகதைகள்; தொகுப்பு - 1 &amp; 2,புதுமைப்பித்தன்,சிறுகதைகள் - தொகுப்பு,pm0389_01.pdf  pm0389_02.pdf,pmuni0389_01.html  pmuni0389_02.html
